Series Name,Series Code,Country Name,Country Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Middle East & North Africa,MEA,8.79245867768595,10.4278446115288,10.0586466165414,13.1462991718426,15.9354265402844,16.0883051350549,16.3882457702582,17.0153100280684,16.2271013754457,16.6301296720061
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Middle East & North Africa (excluding high income),MNA,9.09990822881615,10.9838500147623,10.5150602409639,14.1653480527446,16.4158426560808,16.7501085383502,16.9021353601158,17.5585873830365,16.5819741197713,16.9671480144404
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Middle East & North Africa (IDA & IBRD),TMN,9.09990822881615,10.9838500147623,10.5150602409639,14.1653480527446,16.4158426560808,16.7501085383502,16.9021353601158,17.5585873830365,16.5819741197713,16.9671480144404
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Middle income,MIC,17.2504194346118,17.4704508856683,17.6879181708785,18.9195806867568,20.0448589626934,20.4982067356758,21.1530124569822,21.3985939416816,21.8074787428947,22.249560665545
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Moldova,MDA,23.8,18.8,19.8,19.8,19.8,17.8,21.8,21.8,22.8,22.8
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Monaco,MCO,26.1,26.1,19,19,20.8,20.8,20.8,20.8,20.8,33.3
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Mongolia,MNG,3.9,3.9,3.9,14.9,14.9,14.9,14.5,17.1,17.1,17.1
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Montenegro,MNE,11.1,11.1,12.3,17.3,16,17.3,17.3,23.5,23.5,23.5
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Morocco,MAR,10.5,10.5,17,17,17,17,17,20.5,20.5,20.5
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Mozambique,MOZ,39.2,39.2,39.2,39.2,39.2,..,39.6,39.6,39.6,39.6
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Myanmar,MMR,..,4.3,3.5,6,6,5.6,12.7,9.9,10.2,10.2
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Namibia,NAM,26.9,24.4,24.4,24.4,24.4,..,41.3,41.3,41.3,46.2
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Nauru,NRU,0,0,0,0,5.3,5.3,5.3,5.3,10.5,10.5
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Nepal,NPL,33.2,33.2,33.2,33.2,33.2,29.5,29.5,29.6,29.6,32.7
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Netherlands,NLD,42,40.7,40.7,38.7,38.7,38.7,37.3,37.3,36,36
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,New Zealand,NZL,33.6,33.6,32.2,32.2,32.2,29.8,31.4,31.4,34.2,38.3
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Nicaragua,NIC,20.7,20.7,40.2,40.2,40.2,42.4,41.3,41.3,45.7,45.7
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Niger,NER,9.7,..,13.3,13.3,13.3,13.3,13.3,14.6,17,17
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Nigeria,NGA,7,7,6.8,6.7,6.7,6.7,5.6,5.6,5.6,5.6
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,North America,NAC,18.9970390309556,18.9970390309556,20.1144399460189,20.7811320754717,20.734100135318,21.699730458221,22.2896373056995,22.2971428571429,22.409765625,22.8598692810458
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,North Macedonia,MKD,32.5,32.5,30.9,32.5,34.1,33.3,33.3,33.3,34.2,38.3
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Norway,NOR,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,41.4
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,OECD members,OED,23.255033219247,23.2613101227611,24.0781378963261,25.172038248616,26.1761239062657,26.867349866776,27.959368291935,28.0929506854921,29.0524101934295,29.715587820125
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Oman,OMN,0,0,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Other small states,OSS,15.243048283886,15.6033178114086,16.0997674418605,17.0955659276546,17.0870816206694,17.4289457647776,18.6196449026346,18.7921822272216,19.0819250139899,19.5439200444198
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Pacific island small states,PSS,..,..,..,..,..,4.86297297297297,5.6772972972973,5.93126684636119,7.00296495956873,7.5244623655914
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Pakistan,PAK,22.2,22.2,22.5,22.5,20.7,20.7,20.6,20.6,20.6,20.6
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Palau,PLW,0,0,0,0,0,0,0,0,12.5,12.5
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Panama,PAN,8.5,8.5,8.5,8.5,8.5,19.3,18.3,18.3,18.3,18.3
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Papua New Guinea,PNG,0.9,0.9,0.9,2.7,2.7,2.7,2.7,2.7,0,0
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Paraguay,PRY,12.5,12.5,12.5,12.5,17.5,15,15,15,13.8,15
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Peru,PER,27.5,27.5,21.5,21.5,21.5,22.3,22.3,27.7,27.7,27.7
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Philippines,PHL,21,22.1,22.9,22.9,27.1,27.3,27.2,29.8,29.5,29.5
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Poland,POL,20,20,23.7,23.7,23.7,24.3,27.4,27.4,28,28
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Portugal,PRT,27.4,27.4,28.7,28.7,28.7,31.3,34.8,34.8,34.8,34.8
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Post-demographic dividend,PST,24.7404582581945,24.8631216201887,25.3152044293015,25.9402341671102,27.339058524173,28.1320104098894,28.5787059078122,28.5858147587102,29.7310072487288,30.3028169014085
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Pre-demographic dividend,PRE,17.4248519788096,17.1960394464769,19.5363704819277,20.1549098196393,21.036511329628,20.8922083704363,21.8424122310306,21.833139219935,22.535427270292,22.2535408872261
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Qatar,QAT,0,0,0,0,0,0,0,0,0,9.8
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Romania,ROU,11.4,11.4,11.2,13.3,13.3,13.5,13.7,13.7,20.7,20.7
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Russian Federation,RUS,14,14,13.6,13.6,13.6,13.6,13.6,12.7,15.8,15.8
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Rwanda,RWA,56.3,56.3,56.3,56.3,63.8,63.8,63.8,63.8,61.3,61.3
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Samoa,WSM,8.2,8.2,4.1,4.1,4.1,6.1,6.1,10,10,10
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,San Marino,SMR,16.7,16.7,18.3,16.7,18.3,18.3,16.7,16.7,26.7,26.7
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Sao Tome and Principe,STP,7.3,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Saudi Arabia,SAU,0,0,0,0,19.9,19.9,19.9,19.9,19.9,19.9
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Senegal,SEN,22.7,22.7,22.7,42.7,42.7,43.3,42.7,42.7,41.8,41.8
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Serbia,SRB,21.6,21.6,22,33.2,33.2,34,34,34,34.4,34.4
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Seychelles,SYC,23.5,23.5,43.8,43.8,43.8,43.8,43.8,21.2,21.2,21.2
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Sierra Leone,SLE,13.2,13.2,12.9,12.4,12.4,12.1,12.4,12.4,12.4,12.3
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Singapore,SGP,23.4,23.4,22.2,24.2,24.2,25.3,23.9,23.8,23,23
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Slovak Republic,SVK,18,15.3,16,18.7,18.7,18.7,18.7,20,20,20
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Slovenia,SVN,14.4,14.4,32.2,32.2,32.2,35.6,36.7,36.7,36.7,24.4
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Small states,SST,14.0307599517491,13.8950865888039,14.3802732020892,15.1227822580645,15.3046558704453,15.4855338223309,16.9444574551132,17.2318304431599,17.7362763915547,18.2454961832061
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Solomon Islands,SLB,0,0,0,2,2,2,2,2,2,4
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Somalia,SOM,6.9,6.8,6.8,13.8,13.8,13.8,13.8,13.8,24.4,24.4
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,South Africa,ZAF,44.5,44.5,42.3,42.3,42.3,41.5,42,41.8,42,42.3
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,South Asia,SAS,20.057301980198,20.0519801980198,20.3409221902017,20.3409221902017,20.0417012448133,19.2310715763343,19.3155455291222,19.4064502875924,19.408096999589,18.2569662387066
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,South Asia (IDA & IBRD),TSA,20.057301980198,20.0519801980198,20.3409221902017,20.3409221902017,20.0417012448133,19.2310715763343,19.3155455291222,19.4064502875924,19.408096999589,18.2569662387066
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,South Sudan,SSD,..,..,26.5,26.5,26.5,26.5,26.5,28.5,28.5,28.5
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Spain,ESP,36.6,36.6,36,36,36,39.7,41.1,39.1,39.1,39.1
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Sri Lanka,LKA,5.8,5.3,5.8,5.8,5.8,5.8,4.9,5.8,5.8,5.8
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,St. Kitts and Nevis,KNA,6.7,6.7,6.7,6.7,6.7,6.7,13.3,13.3,13.3,13.3
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,St. Lucia,LCA,11.1,11.1,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,St. Vincent and the Grenadines,VCT,21.7,14.3,17.4,17.4,13,13,13,13,13,13
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Sub-Saharan Africa,SSF,18.4685771744595,18.7453670431212,20.5459923898368,21.3823543659925,22.2514504525412,22.1066674733785,23.6409477800782,23.4964158899245,24.2287003411467,24.0045095457538
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Sub-Saharan Africa (excluding high income),SSA,18.4469830850795,18.724529517917,20.4542945163278,21.2951367781155,22.1711390635919,22.0223396501458,23.5664742553683,23.5048557745851,24.2397393417274,24.0147010241163
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Sub-Saharan Africa (IDA & IBRD),TSS,18.4685771744595,18.7453670431211,20.5459923898367,21.3823543659925,22.2514504525412,22.1066674733785,23.6409477800782,23.4964158899245,24.2287003411467,24.0045095457538
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Sudan,SDN,18.9,25.6,24.6,24.6,24.6,24.3,30.5,30.5,30.5,30.5
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Suriname,SUR,25.5,9.8,11.8,11.8,11.8,11.8,25.5,25.5,25.5,25.5
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Sweden,SWE,46.4,45,44.7,44.7,44.7,44.7,43.6,43.6,43.6,46.1
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Switzerland,CHE,29,29,28.5,29,29,31,32,32,32.5,32.5
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Syrian Arab Republic,SYR,12.4,12.4,12.4,12,12,12,12.4,13.2,13.2,13.2
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Tajikistan,TJK,17.5,19,19,19,19,16.9,19,19,19,19
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Tanzania,TZA,30.7,..,36,36,36,36,36,36.6,36.4,37.2
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Thailand,THA,13.3,13.3,15.8,15.8,15.8,6.1,6.1,6.1,4.8,5.3
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Timor-Leste,TLS,29.2,29.2,32.3,38.5,38.5,38.5,38.5,38.5,32.3,33.8
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Togo,TGO,11.1,11.1,11.1,11.1,15.4,17.6,17.6,17.6,17.6,17.6
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Tonga,TON,3.1,0,3.6,3.6,3.6,0,0,0,3.8,7.4
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Trinidad and Tobago,TTO,26.8,28.6,28.6,28.6,28.6,28.6,31,31,31,31
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Tunisia,TUN,27.6,27.6,26.7,26.7,26.7,31.3,31.3,31.3,31.3,31.3
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Turkey,TUR,9.1,9.1,14.2,14.2,14.4,14.4,14.9,14.9,14.6,17.4
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Turkmenistan,TKM,16.8,16.8,16.8,16.8,16.8,26.4,25.8,25.8,25.8,24.8
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Tuvalu,TUV,0,0,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Uganda,UGA,31.5,31.3,35,35,35,35,35,33.5,34.3,34.3
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Ukraine,UKR,8,8,8,9.4,9.4,11.7,12.1,12,12.3,12.3
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,United Arab Emirates,ARE,22.5,22.5,17.5,17.5,17.5,17.5,22.5,22.5,22.5,22.5
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,United Kingdom,GBR,19.5,22,22.3,22.5,22.5,22.6,29.4,29.6,32,32.2
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,United States,USA,16.8,16.8,16.8,18,17.9,19.3,19.4,19.4,19.4,19.6
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Upper middle income,UMC,18.6533941485865,18.6658680186442,19.3662955723634,20.9939248865043,21.9727809680066,22.2354150863885,22.8347971840429,23.214587702374,23.756009127789,24.7021365731043
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Uruguay,URY,14.1,15.2,12.1,12.1,12.1,16.2,16.2,16.2,20.2,20.2
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Uzbekistan,UZB,22,22,22,22,22,22,16,16,16,16
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Vanuatu,VUT,3.8,3.8,1.9,0,0,0,0,0,0,0
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,"Venezuela, RB",VEN,17.5,17,17,17,17,17,17,14.4,22.2,22.2
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Vietnam,VNM,25.8,25.8,24.4,24.4,24.4,24.3,24.3,26.7,26.7,26.7
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,World,WLD,19.0284570038859,19.1596428571429,19.8291592503403,20.7571878712743,21.7657243355915,22.184438093726,22.8521658791542,23.0203347687891,23.6506251275771,23.9687042815489
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,"Yemen, Rep.",YEM,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Zambia,ZMB,14,14,11.5,11.5,11.5,10.8,12.7,18,18,18
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Zimbabwe,ZWE,15,15,15,15,31.5,31.5,31.5,31.5,32.6,31.5
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Albania,ALB,..,..,21.7361111,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Algeria,DZA,..,..,..,21.6666667,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Andorra,AND,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Angola,AGO,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Arab World,ARB,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Argentina,ARG,..,17.5,..,..,23.4186396,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Armenia,ARM,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Aruba,ABW,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Australia,AUS,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Austria,AUT,19.0695401,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Barbados,BRB,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Belarus,BLR,..,..,..,..,..,..,19.1666667,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Belgium,BEL,..,..,..,..,15.9027778,..,..,..,..,..
